age,type_bac,parcours,moyenne_bac,moyenne_s1,moyenne_s2,moyenne_generale_s1_s2,nb_modules_echoues,heures_travail_semaine,discipline_note_sur_5,satisfaction_parcours_note_sur_5,travail_parallele,reussite_generale,resultat_final
20,Informatique,Licence,11.46,13.65,13.6,13.625,0,14.9,3,2,Non,1,1
19,Technique,Cycle Ingénieur,15.02,15.7,16.0,15.85,1,9.6,4,3,Oui,1,1
29,Technique,Licence,11.97,11.34,11.97,11.655000000000001,2,11.3,3,3,Non,1,1
19,Informatique,Master,17.12,16.0,13.49,14.745000000000001,1,8.1,3,3,Non,1,1
21,Informatique,Licence,14.32,13.91,15.41,14.66,0,5.5,3,3,Non,1,1
23,Informatique,Licence,13.85,12.01,13.01,12.51,2,8.6,4,5,Non,1,1
23,Sciences,Licence,12.67,8.16,9.71,8.935,1,11.7,4,3,Oui,0,0
23,Informatique,Master,15.13,13.79,14.84,14.315,0,7.7,4,3,Non,1,1
29,Technique,Licence,14.72,11.65,12.33,11.99,0,13.6,4,3,Non,1,1
28,Informatique,Master,15.36,16.0,16.0,16.0,0,16.7,5,5,Non,1,1
24,Informatique,Master,14.61,14.06,15.49,14.775,0,12.0,3,3,Non,1,1
20,Mathématiques,Licence,16.27,9.0,9.0,9.0,3,14.2,1,2,Oui,0,0
29,Sciences,Licence,11.15,12.73,11.68,12.205,2,0.0,2,2,Non,1,0
19,Informatique,Cycle Ingénieur,11.43,13.8,15.08,14.440000000000001,0,12.7,4,4,Non,1,1
21,Sciences,Master,11.78,12.43,12.64,12.535,0,11.4,4,3,Non,1,1
20,Mathématiques,Cycle Ingénieur,15.48,12.7,15.21,13.955,0,12.1,3,3,Non,1,1
21,Mathématiques,Master,17.46,16.0,15.37,15.684999999999999,0,5.3,4,5,Non,1,1
28,Mathématiques,Master,14.11,14.64,12.28,13.46,2,12.9,3,5,Oui,1,1
22,Sciences,Cycle Ingénieur,17.22,16.0,16.0,16.0,0,12.0,5,4,Non,1,1
19,Technique,Master,14.95,13.1,12.38,12.74,2,7.8,4,4,Oui,1,1
27,Mathématiques,Licence,16.93,13.81,15.5,14.655000000000001,0,3.4,4,3,Non,1,1
23,Sciences,Licence,16.38,9.0,9.0,9.0,4,5.1,3,3,Non,0,0
30,Informatique,Licence,13.27,9.0,9.0,9.0,3,17.1,3,3,Oui,0,0
19,Technique,Licence,12.58,13.37,13.55,13.46,1,16.4,4,5,Non,1,1
21,Informatique,Master,15.34,15.94,14.31,15.125,0,9.0,4,3,Oui,1,1
23,Sciences,Master,12.23,13.5,12.06,12.780000000000001,1,11.7,3,3,Non,1,1
24,Mathématiques,Cycle Ingénieur,17.15,16.0,16.0,16.0,0,9.6,4,4,Non,1,1
23,Sciences,Master,13.1,9.63,8.05,8.84,1,7.6,2,3,Non,0,0
20,Informatique,Licence,15.63,9.0,9.0,9.0,3,12.5,1,2,Oui,0,0
29,Informatique,Master,14.56,16.0,14.92,15.46,0,12.9,4,4,Non,1,1
28,Technique,Licence,13.94,14.55,14.54,14.545,0,13.8,4,4,Non,1,1
24,Informatique,Licence,16.75,16.0,12.42,14.21,0,13.3,4,1,Non,1,1
23,Sciences,Cycle Ingénieur,13.92,9.0,9.0,9.0,4,1.0,2,3,Oui,0,0
21,Informatique,Master,12.84,14.47,15.94,15.205,0,7.3,4,5,Oui,1,1
30,Mathématiques,Licence,12.99,13.36,13.59,13.475,2,12.3,4,4,Oui,1,1
22,Informatique,Master,11.15,13.64,13.58,13.61,0,0.2,5,4,Non,1,1
28,Mathématiques,Licence,15.5,15.64,14.1,14.870000000000001,0,8.2,4,4,Non,1,1
30,Informatique,Cycle Ingénieur,17.69,16.0,13.38,14.690000000000001,2,13.2,4,2,Oui,1,1
28,Informatique,Master,15.38,15.21,16.0,15.605,1,8.9,4,5,Non,1,1
24,Informatique,Master,12.02,12.13,11.43,11.780000000000001,2,1.6,4,4,Oui,1,1
24,Mathématiques,Master,13.11,13.55,14.01,13.780000000000001,1,7.6,4,4,Oui,1,1
22,Informatique,Licence,12.07,11.02,11.41,11.215,2,9.4,4,4,Oui,1,1
21,Informatique,Licence,14.5,15.36,13.5,14.43,0,11.4,5,4,Non,1,1
25,Mathématiques,Licence,15.35,15.07,16.0,15.535,0,5.1,5,5,Oui,1,1
19,Sciences,Cycle Ingénieur,16.46,9.0,9.0,9.0,3,0.0,3,4,Non,0,0
21,Mathématiques,Master,15.93,16.0,13.7,14.85,0,11.8,3,3,Non,1,1
21,Mathématiques,Licence,15.05,12.85,13.05,12.95,1,1.8,5,4,Non,1,1
22,Informatique,Licence,11.07,10.55,10.98,10.765,1,12.4,3,5,Oui,1,0
27,Mathématiques,Licence,15.23,15.83,16.0,15.915,1,12.6,5,1,Oui,1,1
19,Mathématiques,Cycle Ingénieur,13.48,15.57,16.0,15.785,2,9.5,5,4,Non,1,1
25,Informatique,Master,11.73,9.0,9.0,9.0,3,3.5,3,2,Oui,0,0
25,Mathématiques,Licence,11.33,11.12,15.18,13.149999999999999,1,10.0,4,4,Non,1,1
21,Mathématiques,Cycle Ingénieur,14.42,12.8,10.62,11.71,0,7.5,3,4,Non,1,1
23,Informatique,Cycle Ingénieur,17.95,9.0,9.0,9.0,4,7.9,2,4,Oui,0,0
21,Sciences,Master,13.3,11.0,14.08,12.54,1,5.1,4,3,Non,1,1
26,Technique,Cycle Ingénieur,11.58,12.85,11.75,12.3,2,10.6,4,3,Non,1,1
23,Sciences,Master,17.92,16.0,16.0,16.0,0,8.5,4,4,Oui,1,1
20,Mathématiques,Licence,14.9,12.95,11.43,12.19,0,7.8,2,4,Non,1,1
29,Informatique,Master,16.66,16.0,16.0,16.0,1,11.6,4,3,Oui,1,1
27,Informatique,Master,17.35,16.0,15.81,15.905000000000001,2,12.2,4,5,Oui,1,1
19,Informatique,Licence,15.79,9.0,9.0,9.0,3,6.9,1,2,Non,0,0
23,Informatique,Licence,17.83,16.0,16.0,16.0,0,10.7,3,2,Non,1,1
24,Informatique,Licence,14.8,14.96,15.78,15.370000000000001,0,4.1,5,3,Oui,1,1
25,Informatique,Licence,15.15,11.29,11.58,11.434999999999999,1,7.2,3,3,Non,1,1
30,Technique,Licence,11.93,9.57,11.74,10.655000000000001,0,7.2,4,4,Non,1,1
27,Sciences,Master,12.25,9.0,9.0,9.0,3,8.0,2,2,Oui,0,0
22,Technique,Licence,14.74,9.0,9.0,9.0,3,4.6,2,1,Non,0,0
24,Technique,Licence,12.41,11.5,11.45,11.475,0,6.4,3,3,Non,1,1
29,Informatique,Master,14.68,13.8,12.62,13.21,0,15.7,3,3,Non,1,1
22,Informatique,Licence,16.75,13.78,14.42,14.1,1,9.8,4,5,Oui,1,1
24,Informatique,Licence,12.82,9.0,9.0,9.0,3,8.2,3,4,Oui,0,0
20,Mathématiques,Licence,13.88,12.1,11.59,11.844999999999999,0,10.1,3,3,Non,1,1
30,Informatique,Licence,11.31,10.22,11.0,10.61,1,6.7,3,2,Oui,1,0
28,Informatique,Cycle Ingénieur,11.18,9.02,10.15,9.585,0,8.0,3,3,Oui,0,0
24,Technique,Licence,14.49,11.9,11.96,11.93,0,0.9,5,3,Oui,1,1
23,Sciences,Licence,13.78,9.0,9.0,9.0,3,8.7,2,4,Oui,0,0
24,Mathématiques,Licence,13.39,16.0,16.0,16.0,1,11.6,4,2,Oui,1,1
19,Informatique,Cycle Ingénieur,16.89,15.47,13.96,14.715,1,4.7,4,4,Oui,1,1
23,Technique,Master,13.73,12.06,10.62,11.34,0,7.5,3,3,Non,1,0
20,Informatique,Licence,11.48,11.28,8.77,10.024999999999999,2,14.4,1,3,Non,1,0
23,Mathématiques,Master,16.27,16.0,15.53,15.765,2,11.3,5,4,Oui,1,1
19,Sciences,Licence,15.28,16.0,15.45,15.725,1,10.1,4,4,Oui,1,1
24,Mathématiques,Master,13.18,13.41,13.57,13.49,0,6.6,4,4,Non,1,1
26,Sciences,Licence,16.31,15.76,15.96,15.86,0,6.8,5,4,Oui,1,1
30,Mathématiques,Cycle Ingénieur,13.04,9.0,9.0,9.0,4,11.6,2,4,Non,0,0
30,Sciences,Licence,12.3,9.0,9.0,9.0,3,10.6,3,3,Oui,0,0
21,Sciences,Master,12.13,12.95,12.07,12.51,0,15.1,4,3,Non,1,1
26,Informatique,Licence,15.73,9.0,9.0,9.0,4,8.0,4,5,Non,0,0
25,Mathématiques,Licence,12.47,13.81,14.09,13.95,0,11.8,4,4,Non,1,1
29,Mathématiques,Licence,14.05,15.81,15.54,15.675,0,12.7,4,3,Oui,1,1
28,Informatique,Licence,13.36,11.5,11.47,11.485,0,11.2,3,2,Non,1,1
21,Informatique,Master,16.27,9.0,9.0,9.0,4,12.1,3,4,Non,0,0
26,Technique,Licence,13.78,12.67,13.32,12.995000000000001,1,10.3,2,3,Oui,1,1
25,Mathématiques,Licence,14.92,15.5,15.82,15.66,1,10.7,5,2,Non,1,1
29,Informatique,Licence,16.86,16.0,13.7,14.85,2,10.7,5,3,Non,1,1
23,Mathématiques,Master,12.79,12.91,13.56,13.235,0,7.5,4,5,Non,1,1
27,Technique,Licence,15.59,13.85,14.92,14.385,1,12.7,5,5,Non,1,1
28,Mathématiques,Master,16.92,16.0,13.82,14.91,1,9.6,4,3,Non,1,1
23,Mathématiques,Licence,16.77,16.0,16.0,16.0,0,3.4,5,4,Non,1,1
19,Informatique,Master,15.78,16.0,15.52,15.76,2,12.0,4,4,Oui,1,1
28,Sciences,Master,17.86,16.0,16.0,16.0,1,6.7,5,4,Non,1,1
25,Sciences,Licence,17.55,15.98,12.22,14.100000000000001,0,9.8,3,3,Non,1,1
26,Mathématiques,Licence,16.18,16.0,16.0,16.0,1,7.8,4,5,Non,1,1
28,Sciences,Master,15.59,13.15,15.46,14.305,1,9.9,5,4,Non,1,1
30,Mathématiques,Licence,16.13,13.27,11.65,12.46,0,15.9,3,4,Oui,1,1
20,Informatique,Cycle Ingénieur,17.49,15.38,12.11,13.745000000000001,2,4.9,3,5,Non,1,1
26,Informatique,Cycle Ingénieur,16.01,14.07,11.07,12.57,2,5.2,4,3,Non,1,1
26,Technique,Licence,14.84,9.0,9.0,9.0,4,4.2,4,3,Non,0,0
25,Informatique,Licence,12.37,12.71,10.93,11.82,0,1.3,4,3,Non,1,1
25,Sciences,Master,14.72,14.27,14.92,14.594999999999999,1,12.1,4,3,Non,1,1
27,Informatique,Licence,12.36,12.47,11.85,12.16,2,13.4,4,3,Oui,1,1
30,Mathématiques,Licence,11.86,9.0,9.0,9.0,3,5.4,4,4,Non,0,0
21,Informatique,Licence,16.05,9.0,9.0,9.0,3,7.6,3,3,Non,0,0
22,Informatique,Licence,16.56,11.63,7.64,9.635,1,9.5,1,3,Non,0,0
27,Technique,Cycle Ingénieur,14.49,12.28,9.97,11.125,0,11.7,4,3,Non,1,0
25,Mathématiques,Licence,14.47,15.11,16.0,15.555,0,13.0,5,4,Oui,1,1
24,Informatique,Licence,12.23,11.97,11.48,11.725000000000001,0,12.1,3,3,Oui,1,1
22,Mathématiques,Master,14.76,16.0,16.0,16.0,1,13.5,4,4,Oui,1,1
19,Informatique,Cycle Ingénieur,12.32,12.42,12.35,12.385,1,6.9,3,3,Non,1,1
25,Sciences,Master,15.79,14.42,11.44,12.93,0,17.9,3,3,Non,1,1
27,Informatique,Cycle Ingénieur,16.43,16.0,16.0,16.0,1,9.4,5,5,Non,1,1
29,Sciences,Master,12.46,11.39,10.0,10.695,0,3.1,3,2,Oui,1,0
28,Sciences,Cycle Ingénieur,11.25,9.0,8.51,8.754999999999999,4,8.8,1,2,Non,0,0
29,Informatique,Licence,11.66,10.76,10.09,10.425,1,13.9,3,3,Non,1,0
29,Mathématiques,Licence,17.86,16.0,15.61,15.805,0,7.3,5,5,Oui,1,1
28,Mathématiques,Cycle Ingénieur,13.39,13.56,12.61,13.085,1,8.0,5,4,Non,1,1
20,Mathématiques,Master,11.37,13.96,15.78,14.870000000000001,0,18.2,5,3,Non,1,1
20,Sciences,Licence,13.98,15.66,14.87,15.265,0,9.9,5,3,Non,1,1
27,Technique,Cycle Ingénieur,12.46,10.21,9.94,10.075,2,6.7,3,2,Non,1,0
26,Informatique,Licence,12.94,13.22,13.35,13.285,2,3.2,4,4,Oui,1,1
28,Informatique,Master,15.95,14.1,14.98,14.54,1,9.7,5,4,Non,1,1
23,Mathématiques,Master,12.98,13.03,14.17,13.6,0,11.1,5,4,Oui,1,1
29,Mathématiques,Cycle Ingénieur,13.04,9.0,9.0,9.0,3,0.0,2,3,Non,0,0
26,Mathématiques,Master,16.96,14.32,12.75,13.535,2,7.8,3,4,Oui,1,1
30,Mathématiques,Licence,14.58,9.0,9.0,9.0,4,1.8,2,3,Oui,0,0
21,Mathématiques,Master,17.69,16.0,15.1,15.55,1,17.5,4,4,Non,1,1
25,Sciences,Master,15.5,15.91,16.0,15.955,1,10.0,5,2,Non,1,1
30,Mathématiques,Master,16.87,15.45,16.0,15.725,0,13.2,5,4,Non,1,1
28,Informatique,Cycle Ingénieur,17.51,16.0,16.0,16.0,0,14.8,5,5,Non,1,1
25,Mathématiques,Cycle Ingénieur,13.91,11.68,11.5,11.59,1,7.1,3,2,Oui,1,0
23,Technique,Licence,16.77,15.72,15.84,15.780000000000001,0,8.1,4,3,Non,1,1
26,Technique,Licence,11.4,11.92,12.28,12.1,1,5.5,5,4,Non,1,1
27,Mathématiques,Licence,17.2,16.0,14.44,15.219999999999999,2,10.7,4,3,Non,1,1
30,Informatique,Master,11.78,9.76,9.08,9.42,2,5.7,2,3,Oui,0,0
25,Technique,Cycle Ingénieur,12.25,11.66,14.03,12.844999999999999,0,16.7,5,2,Oui,1,1
29,Mathématiques,Cycle Ingénieur,17.1,15.86,14.84,15.35,0,14.3,4,5,Oui,1,1
29,Sciences,Licence,12.64,9.0,9.0,9.0,3,9.3,3,3,Oui,0,0
30,Sciences,Licence,17.42,16.0,15.9,15.95,0,13.2,5,2,Non,1,1
25,Informatique,Cycle Ingénieur,15.07,16.0,14.53,15.265,0,8.9,4,4,Non,1,1
25,Mathématiques,Licence,15.52,14.82,15.89,15.355,1,7.0,4,3,Non,1,1
20,Informatique,Master,15.89,16.0,15.71,15.855,2,12.7,4,3,Oui,1,1
26,Technique,Master,12.87,9.24,10.78,10.01,1,13.9,2,3,Non,1,0
26,Informatique,Master,16.09,15.15,14.51,14.83,1,5.5,3,3,Non,1,1
24,Sciences,Licence,13.87,12.69,13.43,13.059999999999999,2,13.4,4,3,Non,1,1
26,Technique,Master,17.69,16.0,14.65,15.325,2,6.2,5,3,Oui,1,1
21,Technique,Licence,12.18,13.01,12.26,12.635,1,3.9,4,2,Oui,1,1
28,Mathématiques,Licence,17.05,9.0,9.0,9.0,3,7.1,4,3,Non,0,0
27,Informatique,Master,14.74,12.68,14.71,13.695,1,7.3,4,4,Non,1,1
28,Sciences,Master,17.18,15.73,16.0,15.865,1,16.6,5,3,Non,1,1
21,Technique,Cycle Ingénieur,16.05,14.46,14.97,14.715,0,14.8,4,3,Non,1,1
25,Informatique,Master,15.96,16.0,13.89,14.945,2,7.5,3,3,Oui,1,1
30,Mathématiques,Licence,14.42,12.82,13.72,13.27,0,5.1,5,5,Oui,1,1
29,Mathématiques,Licence,16.28,14.8,16.0,15.4,2,10.9,5,3,Oui,1,1
24,Mathématiques,Licence,11.18,7.73,7.0,7.365,4,7.2,2,4,Non,0,0
28,Informatique,Licence,16.28,15.79,15.63,15.71,0,16.9,4,4,Non,1,1
25,Informatique,Master,13.34,14.84,15.99,15.415,0,16.8,3,4,Non,1,1
22,Sciences,Licence,11.5,12.13,11.02,11.575,1,14.8,3,3,Non,1,1
22,Sciences,Licence,16.56,14.08,15.45,14.765,2,0.0,5,4,Oui,1,1
23,Mathématiques,Licence,12.4,9.0,9.0,9.0,4,1.7,1,3,Non,0,0
22,Informatique,Master,12.15,9.44,7.6,8.52,1,8.4,1,3,Oui,0,0
25,Informatique,Master,13.67,12.9,16.0,14.45,1,10.8,5,4,Non,1,1
24,Informatique,Master,11.04,10.36,7.43,8.895,2,1.6,3,5,Oui,0,0
22,Mathématiques,Master,17.15,16.0,16.0,16.0,0,16.9,5,3,Non,1,1
24,Informatique,Cycle Ingénieur,13.34,13.66,13.34,13.5,2,6.9,5,4,Oui,1,1
22,Mathématiques,Cycle Ingénieur,11.51,12.25,9.6,10.925,0,6.7,1,2,Oui,1,0
27,Informatique,Licence,13.48,14.2,14.47,14.335,2,10.8,4,3,Non,1,1
21,Sciences,Licence,12.95,12.65,14.39,13.52,2,17.2,4,4,Non,1,1
25,Technique,Licence,13.18,14.37,13.55,13.96,1,3.3,4,4,Oui,1,1
28,Informatique,Cycle Ingénieur,13.8,9.0,9.0,9.0,3,18.9,3,3,Non,0,0
27,Informatique,Master,15.95,16.0,16.0,16.0,1,13.2,5,3,Non,1,1
20,Mathématiques,Licence,17.29,16.0,16.0,16.0,2,13.2,4,3,Non,1,1
30,Informatique,Licence,13.07,12.04,9.15,10.594999999999999,0,4.1,2,3,Non,1,0
26,Informatique,Master,11.33,8.16,7.33,7.745,0,8.1,2,3,Oui,0,0
27,Technique,Master,12.9,11.54,10.59,11.065,2,8.2,4,3,Non,1,1
22,Informatique,Master,14.14,9.0,9.0,9.0,3,5.7,2,2,Non,0,0
29,Informatique,Licence,16.49,16.0,15.92,15.96,0,11.8,4,3,Oui,1,1
28,Sciences,Master,14.45,11.67,11.86,11.765,0,14.0,3,3,Non,1,1
21,Sciences,Master,16.66,16.0,14.05,15.025,1,5.8,4,3,Non,1,1
19,Technique,Licence,13.52,12.95,9.21,11.08,0,12.0,3,2,Non,1,0
26,Sciences,Cycle Ingénieur,13.79,14.02,15.24,14.629999999999999,1,15.0,4,2,Non,1,1
30,Informatique,Master,16.67,16.0,13.37,14.684999999999999,1,6.1,2,3,Oui,1,1
23,Informatique,Master,15.05,16.0,15.87,15.934999999999999,2,9.5,5,4,Non,1,1
30,Sciences,Master,15.47,13.62,12.27,12.945,2,11.5,3,2,Oui,1,1
21,Sciences,Licence,16.9,16.0,16.0,16.0,1,9.9,5,3,Non,1,1
27,Informatique,Licence,16.47,14.12,14.07,14.094999999999999,2,14.1,4,5,Non,1,1
24,Informatique,Master,15.63,13.59,11.43,12.51,1,10.1,3,3,Oui,1,0
22,Informatique,Master,15.66,15.65,12.96,14.305,0,9.5,5,4,Oui,1,1
25,Sciences,Cycle Ingénieur,16.03,13.93,15.05,14.49,1,5.5,4,3,Non,1,1
20,Informatique,Cycle Ingénieur,14.18,14.94,16.0,15.469999999999999,1,8.0,5,3,Non,1,1
29,Informatique,Master,14.47,12.98,14.15,13.565000000000001,0,17.4,4,5,Non,1,1
24,Informatique,Master,15.93,15.79,13.87,14.829999999999998,1,7.4,3,2,Non,1,1
26,Technique,Cycle Ingénieur,11.82,12.25,13.52,12.885,0,5.1,5,3,Non,1,1
24,Sciences,Cycle Ingénieur,14.2,13.17,14.07,13.620000000000001,2,7.0,5,3,Non,1,1
26,Informatique,Cycle Ingénieur,17.53,9.0,9.0,9.0,3,0.0,1,4,Non,0,0
19,Technique,Licence,12.67,9.0,9.0,9.0,3,2.0,2,2,Non,0,0
30,Sciences,Master,14.54,13.52,15.71,14.615,0,11.7,4,4,Non,1,1
25,Informatique,Licence,13.07,15.59,14.51,15.05,1,14.4,4,4,Non,1,1
26,Sciences,Master,12.29,9.73,9.62,9.675,2,10.1,2,3,Oui,0,0
30,Informatique,Licence,11.46,11.37,12.12,11.745,0,9.3,3,3,Non,1,1
25,Informatique,Licence,12.59,10.88,14.03,12.455,2,10.5,4,4,Oui,1,1
23,Informatique,Cycle Ingénieur,13.41,13.42,14.53,13.975,2,11.6,5,4,Oui,1,1
30,Mathématiques,Licence,15.05,15.94,16.0,15.969999999999999,0,6.6,5,4,Non,1,1
28,Mathématiques,Licence,16.52,15.47,15.07,15.27,0,10.1,4,3,Non,1,1
21,Technique,Licence,13.95,9.0,9.0,9.0,3,5.5,3,4,Non,0,0
19,Mathématiques,Licence,12.31,10.71,12.86,11.785,0,9.9,3,4,Oui,1,1
30,Mathématiques,Master,11.7,11.2,10.62,10.91,1,9.8,2,3,Oui,1,0
27,Sciences,Master,15.19,9.0,9.0,9.0,3,16.8,2,3,Non,0,0
27,Sciences,Licence,12.49,11.47,12.07,11.77,1,11.1,2,1,Non,1,0
20,Sciences,Licence,13.95,12.84,13.74,13.29,0,14.4,3,2,Oui,1,1
26,Sciences,Cycle Ingénieur,11.38,12.87,12.76,12.815,0,11.3,4,4,Non,1,1
25,Informatique,Licence,15.58,13.77,13.3,13.535,1,5.5,3,2,Non,1,1
23,Mathématiques,Licence,12.31,11.3,8.09,9.695,0,1.5,3,3,Oui,0,0
25,Informatique,Master,15.39,16.0,13.18,14.59,0,12.8,3,2,Non,1,1
25,Technique,Licence,13.88,13.91,13.46,13.685,0,8.2,3,4,Non,1,1
25,Informatique,Licence,12.11,13.55,15.27,14.41,1,7.3,5,3,Non,1,1
27,Technique,Licence,17.75,9.0,9.0,9.0,3,2.8,3,3,Oui,0,0
29,Technique,Master,17.96,16.0,16.0,16.0,1,12.5,5,3,Non,1,1
28,Technique,Licence,15.64,15.17,12.74,13.955,0,11.5,3,5,Non,1,1
24,Informatique,Master,14.38,13.14,11.1,12.120000000000001,0,8.6,4,4,Non,1,1
20,Informatique,Licence,16.13,16.0,15.8,15.9,0,12.9,4,3,Non,1,1
29,Mathématiques,Licence,17.99,14.89,14.37,14.629999999999999,1,15.2,4,5,Non,1,1
25,Informatique,Licence,16.63,14.2,13.73,13.965,1,8.0,4,4,Non,1,1
30,Mathématiques,Licence,14.83,13.77,16.0,14.885,1,15.8,5,4,Non,1,1
22,Informatique,Master,13.42,11.85,11.33,11.59,0,10.2,4,4,Non,1,1
19,Technique,Licence,13.64,15.07,15.44,15.254999999999999,0,9.3,4,2,Non,1,1
27,Sciences,Master,15.76,16.0,14.29,15.145,0,11.0,5,5,Non,1,1
25,Mathématiques,Cycle Ingénieur,14.56,13.19,11.65,12.42,0,4.6,2,3,Non,1,1
21,Technique,Master,16.84,16.0,16.0,16.0,0,7.8,4,4,Oui,1,1
22,Mathématiques,Licence,14.5,9.0,9.0,9.0,4,10.7,3,3,Oui,0,0
25,Mathématiques,Licence,11.03,11.48,11.22,11.350000000000001,2,11.5,5,3,Non,1,1
24,Mathématiques,Licence,12.33,11.01,11.45,11.23,0,0.0,3,3,Oui,1,1
27,Informatique,Master,14.77,9.0,9.0,9.0,3,3.3,2,4,Non,0,0
27,Informatique,Licence,16.98,16.0,16.0,16.0,2,13.4,4,4,Oui,1,1
28,Sciences,Cycle Ingénieur,17.78,16.0,15.21,15.605,0,9.7,4,4,Non,1,1
26,Mathématiques,Licence,13.62,11.31,8.3,9.805,0,6.0,3,2,Non,0,0
23,Informatique,Licence,14.41,13.06,12.64,12.850000000000001,0,7.3,3,3,Oui,1,1
26,Informatique,Master,14.53,12.76,12.88,12.82,0,12.7,5,3,Non,1,1
24,Sciences,Licence,16.41,14.2,14.6,14.399999999999999,1,6.8,4,3,Non,1,1
28,Mathématiques,Cycle Ingénieur,16.93,16.0,15.51,15.754999999999999,0,13.6,4,3,Non,1,1
28,Informatique,Licence,17.6,13.62,10.87,12.245,1,12.1,4,4,Non,1,1
19,Sciences,Cycle Ingénieur,12.61,12.79,13.12,12.954999999999998,0,15.5,5,3,Non,1,1
25,Mathématiques,Licence,13.18,9.0,9.0,9.0,3,1.6,3,4,Non,0,0
24,Sciences,Licence,16.51,15.91,14.17,15.04,1,8.5,4,4,Non,1,1
19,Informatique,Master,17.24,15.7,12.82,14.26,2,12.4,4,2,Oui,1,1
29,Mathématiques,Cycle Ingénieur,13.72,11.25,12.54,11.895,0,13.4,2,3,Non,1,1
30,Sciences,Master,13.65,16.0,15.53,15.765,2,15.9,5,4,Non,1,1
30,Sciences,Licence,12.7,14.38,13.15,13.765,0,8.4,3,4,Non,1,1
30,Mathématiques,Licence,11.37,11.57,11.84,11.705,0,8.5,3,3,Non,1,1
29,Mathématiques,Licence,17.7,9.0,9.0,9.0,4,7.4,2,2,Oui,0,0
25,Informatique,Licence,11.45,11.55,11.34,11.445,0,8.4,3,3,Oui,1,1
24,Informatique,Licence,14.39,9.0,9.0,9.0,4,8.2,1,3,Non,0,0
28,Technique,Licence,11.78,10.99,9.72,10.355,0,9.1,2,4,Non,1,0
25,Mathématiques,Master,13.14,14.24,14.89,14.565000000000001,1,5.3,3,3,Non,1,1
21,Informatique,Licence,12.75,12.2,10.81,11.504999999999999,2,7.3,3,2,Non,1,0
27,Technique,Licence,17.34,16.0,12.61,14.305,1,11.3,3,3,Non,1,1
20,Informatique,Cycle Ingénieur,15.08,14.17,14.67,14.42,2,5.4,4,4,Non,1,1
26,Mathématiques,Licence,12.41,13.07,13.84,13.455,2,0.0,4,4,Non,1,1
21,Informatique,Licence,15.13,13.46,13.52,13.49,0,14.9,4,4,Non,1,1
21,Informatique,Cycle Ingénieur,14.81,14.49,16.0,15.245000000000001,0,1.8,5,4,Oui,1,1
20,Informatique,Master,14.0,9.0,9.0,9.0,3,7.8,2,2,Non,0,0
20,Mathématiques,Licence,11.33,8.24,7.18,7.71,0,5.7,1,3,Oui,0,0
28,Sciences,Master,15.92,9.0,9.0,9.0,3,9.2,3,3,Non,0,0
21,Mathématiques,Cycle Ingénieur,16.65,16.0,16.0,16.0,0,16.8,5,3,Non,1,1
25,Sciences,Cycle Ingénieur,11.31,9.0,9.0,9.0,3,15.7,3,3,Non,0,0
26,Informatique,Licence,16.92,14.94,13.68,14.309999999999999,0,7.9,3,3,Non,1,1
22,Informatique,Master,16.13,16.0,16.0,16.0,0,10.2,4,4,Non,1,1
23,Informatique,Licence,15.16,13.86,13.96,13.91,0,8.1,4,4,Non,1,1
27,Sciences,Master,15.66,15.09,14.45,14.77,1,10.7,4,4,Non,1,1
27,Mathématiques,Licence,15.75,16.0,16.0,16.0,0,14.8,5,4,Oui,1,1
21,Informatique,Licence,17.64,16.0,16.0,16.0,0,13.4,3,2,Non,1,1
25,Sciences,Licence,15.12,16.0,16.0,16.0,1,14.6,4,3,Non,1,1
21,Informatique,Master,16.81,16.0,12.83,14.415,0,8.5,5,1,Oui,1,1
19,Technique,Licence,12.63,9.0,9.0,9.0,3,5.0,3,3,Oui,0,0
24,Informatique,Cycle Ingénieur,14.86,14.51,15.84,15.175,0,10.3,5,3,Non,1,1
20,Informatique,Cycle Ingénieur,16.14,9.0,9.0,9.0,3,15.5,3,4,Non,0,0
27,Informatique,Cycle Ingénieur,17.9,16.0,13.13,14.565000000000001,2,7.4,4,5,Non,1,1
29,Technique,Licence,12.86,12.61,11.63,12.120000000000001,1,5.4,4,3,Oui,1,1
24,Technique,Licence,12.07,14.6,16.0,15.3,2,4.2,4,3,Non,1,1
29,Informatique,Licence,11.61,9.0,9.0,9.0,3,4.0,2,4,Oui,0,0
29,Sciences,Licence,13.31,12.24,12.31,12.275,2,11.2,3,4,Non,1,1
28,Sciences,Master,16.39,16.0,16.0,16.0,0,4.7,5,4,Non,1,1
19,Technique,Licence,15.74,9.0,9.0,9.0,3,13.6,3,4,Oui,0,0
26,Informatique,Cycle Ingénieur,11.75,10.85,13.87,12.36,0,11.5,5,5,Non,1,1
30,Sciences,Licence,13.67,10.32,10.2,10.26,2,18.8,2,3,Non,1,0
21,Informatique,Master,17.62,16.0,12.38,14.190000000000001,2,11.0,4,5,Oui,1,1
29,Informatique,Licence,15.07,16.0,15.06,15.530000000000001,0,9.2,3,3,Non,1,1
25,Sciences,Cycle Ingénieur,17.41,15.75,14.96,15.355,1,17.1,5,4,Oui,1,1
24,Informatique,Cycle Ingénieur,13.76,15.26,11.58,13.42,1,0.0,3,2,Oui,1,0
20,Informatique,Master,15.01,9.0,9.0,9.0,3,7.4,4,3,Non,0,0
